,client_id,monetary,recency,frequency,age,education,gender
9364,8665_id,19,298,155,38.0,bachelor,male
9365,18472_id,61,959,1124,40.0,bachelor,female
9366,7306_id,19,254,99,39.0,bachelor,male
9367,105_id,13,81,18,38.0,bachelor,female
9368,9404_id,21,409,163,40.0,bachelor,male
9369,10572_id,21,474,228,40.0,bachelor,male
9370,14598_id,30,497,418,40.0,bachelor,female
9371,13800_id,23,540,301,40.0,bachelor,female
9372,17153_id,48,626,734,40.0,bachelor,female
9373,7460_id,21,308,88,40.0,bachelor,male
9374,6073_id,18,282,90,38.0,bachelor,female
9375,1198_id,14,128,16,40.0,bachelor,female
9376,6158_id,18,330,109,38.0,bachelor,female
9377,343_id,13,36,17,38.0,bachelor,male
9378,7419_id,21,260,141,38.0,bachelor,female
9379,2131_id,14,127,26,39.0,bachelor,male
9380,8600_id,19,245,235,41.0,bachelor,male
9381,12688_id,23,598,263,40.0,bachelor,female
9382,9308_id,19,377,213,39.0,bachelor,male
9383,486_id,12,26,15,40.0,bachelor,male
9384,18800_id,64,1268,2962,40.0,bachelor,male
9385,1579_id,12,122,36,41.0,bachelor,male
9386,14183_id,22,499,261,40.0,bachelor,female
9387,12799_id,25,558,300,39.0,bachelor,male
9388,13638_id,26,508,279,38.0,bachelor,female
9389,17086_id,39,604,953,41.0,bachelor,male
9390,12363_id,22,571,263,39.0,bachelor,male
9391,5950_id,15,242,70,41.0,bachelor,female
9392,11450_id,21,379,174,38.0,bachelor,female
9393,18501_id,52,809,1065,40.0,bachelor,male
9394,4150_id,16,232,44,38.0,bachelor,male
9395,3573_id,18,222,41,39.0,bachelor,male
9396,10299_id,20,438,208,41.0,bachelor,female
9397,8950_id,21,295,160,38.0,bachelor,male
9398,14632_id,31,598,320,38.0,bachelor,female
9399,13208_id,26,540,310,39.0,bachelor,female
9400,18710_id,59,1141,3497,39.0,bachelor,male
9401,17964_id,37,769,1452,41.0,bachelor,male
9402,12212_id,24,441,282,40.0,bachelor,female
9403,17827_id,47,840,2117,38.0,bachelor,female
9404,10358_id,20,443,165,38.0,bachelor,female
9405,14737_id,30,491,412,41.0,bachelor,male
9406,3581_id,18,186,42,39.0,bachelor,male
9407,14000_id,24,577,307,38.0,bachelor,male
9408,13267_id,24,587,243,39.0,bachelor,female
9409,7837_id,20,298,121,41.0,bachelor,female
9410,14616_id,28,485,333,40.0,bachelor,female
9411,1001_id,14,69,19,41.0,bachelor,female
9412,9806_id,20,439,185,39.0,bachelor,male
9413,17269_id,39,673,881,40.0,bachelor,male
9414,14101_id,25,489,279,40.0,bachelor,male
9415,12246_id,24,465,261,40.0,bachelor,female
9416,16906_id,46,670,842,40.0,bachelor,female
9417,3037_id,14,113,26,41.0,bachelor,male
9418,5277_id,17,209,49,38.0,bachelor,male
9419,10311_id,21,357,150,38.0,bachelor,male
9420,18877_id,54,1133,4960,39.0,bachelor,male
9421,7724_id,20,323,108,40.0,bachelor,female
9422,18897_id,62,1143,3063,40.0,bachelor,female
9423,566_id,13,91,19,39.0,bachelor,male
9424,4822_id,16,214,62,40.0,bachelor,male
9425,12265_id,23,442,296,39.0,bachelor,female
9426,8746_id,19,270,232,39.0,bachelor,female
9427,9326_id,20,351,230,38.0,bachelor,male
9428,17115_id,35,689,714,38.0,bachelor,male
9429,937_id,13,52,15,38.0,bachelor,male
9430,4030_id,16,216,40,40.0,bachelor,female
9431,2020_id,12,128,33,40.0,bachelor,male
9432,10124_id,20,450,180,40.0,bachelor,female
9433,19471_id,83,2017,6833,41.0,bachelor,male
9434,9575_id,19,348,194,41.0,bachelor,female
9435,4907_id,15,200,67,39.0,bachelor,female
9436,18280_id,64,1070,1789,38.0,bachelor,male
9437,6576_id,16,256,146,39.0,bachelor,male
9438,17889_id,43,837,1823,39.0,bachelor,male
9439,12923_id,22,568,284,39.0,bachelor,female
9440,15128_id,32,512,350,40.0,bachelor,male
9441,8987_id,20,433,201,38.0,bachelor,female
9442,1268_id,14,160,17,39.0,bachelor,male
9443,13347_id,26,545,278,40.0,bachelor,male
9444,2446_id,14,134,24,40.0,bachelor,female
9445,12998_id,22,520,275,39.0,bachelor,male
9446,15066_id,27,530,452,41.0,bachelor,male
9447,7457_id,20,320,132,40.0,bachelor,female
9448,7144_id,18,280,128,41.0,bachelor,male
9449,13742_id,24,585,267,38.0,bachelor,male
9450,3177_id,13,162,20,41.0,bachelor,female
9451,7281_id,21,323,143,41.0,bachelor,male
9452,11919_id,26,448,279,40.0,bachelor,male
9453,12702_id,23,535,243,38.0,bachelor,female
9454,12643_id,25,518,276,41.0,bachelor,female
9455,14161_id,24,529,266,41.0,bachelor,male
9456,6186_id,18,302,96,40.0,bachelor,male
9457,3997_id,18,234,53,40.0,bachelor,male
9458,11174_id,21,435,181,38.0,bachelor,male
9459,11952_id,25,456,277,39.0,bachelor,male
9460,10095_id,20,398,152,39.0,bachelor,male
9461,1517_id,12,112,35,38.0,bachelor,male
9462,9019_id,19,448,205,39.0,bachelor,female
9463,12125_id,22,356,240,41.0,bachelor,male
9464,16729_id,46,617,641,40.0,bachelor,female
9465,58_id,13,45,14,39.0,bachelor,male
9466,6027_id,16,331,94,38.0,bachelor,male
9467,4856_id,15,229,64,38.0,bachelor,female
9468,17224_id,36,707,693,38.0,bachelor,male
9469,8187_id,19,249,86,41.0,bachelor,male
9470,4474_id,17,182,50,40.0,bachelor,male
9471,14845_id,33,572,462,38.0,bachelor,female
9472,19361_id,65,1926,5715,38.0,bachelor,female
9473,10018_id,21,375,166,38.0,bachelor,male
9474,5028_id,17,188,42,41.0,bachelor,male
9475,19914_id,86,5130,8260,39.0,bachelor,female
9476,8965_id,20,295,159,40.0,bachelor,female
9477,5622_id,17,199,142,38.0,bachelor,male
9478,2086_id,14,128,22,39.0,bachelor,male
9479,3301_id,17,168,53,41.0,bachelor,male
9480,18794_id,55,1150,4774,41.0,bachelor,female
9481,17453_id,48,603,590,41.0,bachelor,female
9482,90_id,14,56,14,39.0,bachelor,male
9483,4078_id,18,211,62,38.0,bachelor,male
9484,16185_id,30,659,674,41.0,bachelor,female
9485,16752_id,46,677,991,41.0,bachelor,female
9486,11714_id,26,426,243,40.0,bachelor,female
9487,992_id,13,22,17,40.0,bachelor,female
9488,8867_id,20,298,194,39.0,bachelor,female
9489,2531_id,14,133,39,38.0,bachelor,female
9490,14086_id,26,501,305,39.0,bachelor,female
9491,17222_id,38,635,797,40.0,bachelor,female
9492,14660_id,32,496,335,39.0,bachelor,male
9493,11185_id,20,407,167,40.0,bachelor,female
9494,879_id,12,18,17,38.0,bachelor,male
9495,1707_id,12,125,35,40.0,bachelor,male
9496,5536_id,16,239,45,38.0,bachelor,female
9497,1473_id,14,147,22,40.0,bachelor,female
9498,5239_id,16,180,68,39.0,bachelor,female
9499,1267_id,14,131,14,39.0,bachelor,female
9500,19665_id,90,3296,8777,41.0,bachelor,male
9501,10920_id,20,421,228,41.0,bachelor,female
9502,3318_id,17,227,56,39.0,bachelor,female
9503,14819_id,27,580,326,41.0,bachelor,male
9504,7563_id,19,311,104,41.0,bachelor,male
9505,4301_id,16,194,50,39.0,bachelor,male
9506,14403_id,30,548,396,40.0,bachelor,male
9507,16966_id,38,715,715,39.0,bachelor,male
9508,17337_id,35,609,928,40.0,bachelor,female
9509,7791_id,20,287,140,38.0,bachelor,female
9510,2116_id,13,132,29,41.0,bachelor,female
9511,1317_id,12,100,19,40.0,bachelor,male
9512,14924_id,27,564,410,40.0,bachelor,male
9513,10204_id,20,365,198,39.0,bachelor,female
9514,3975_id,15,193,59,39.0,bachelor,female
9515,8444_id,20,256,192,38.0,bachelor,female
9516,10117_id,21,410,178,38.0,bachelor,male
9517,11598_id,20,471,318,40.0,bachelor,female
9518,2275_id,13,146,38,38.0,bachelor,female
9519,11357_id,20,475,201,39.0,bachelor,male
9520,145_id,13,47,19,40.0,bachelor,male
9521,6334_id,18,323,100,41.0,bachelor,male
9522,7537_id,21,282,115,39.0,bachelor,female
9523,16094_id,28,705,379,40.0,bachelor,female
9524,2286_id,13,166,25,38.0,bachelor,male
9525,4677_id,18,224,41,40.0,bachelor,male
9526,11608_id,26,411,289,39.0,bachelor,female
9527,19694_id,97,2509,9364,40.0,bachelor,female
9528,12919_id,22,504,244,40.0,bachelor,male
9529,19040_id,74,1412,2615,40.0,bachelor,male
9530,15694_id,33,628,354,40.0,bachelor,female
9531,19812_id,93,3387,8929,40.0,bachelor,female
9532,1220_id,13,156,17,39.0,bachelor,female
9533,13010_id,24,565,272,39.0,bachelor,male
9534,9222_id,20,471,195,41.0,bachelor,male
9535,12070_id,22,472,257,41.0,bachelor,male
9536,18670_id,52,1173,2957,38.0,bachelor,male
9537,1775_id,14,113,36,38.0,bachelor,male
9538,19441_id,65,1793,6832,39.0,bachelor,male
9539,3660_id,15,204,61,41.0,bachelor,female
9540,533_id,14,38,19,41.0,bachelor,female
9541,8707_id,20,311,233,40.0,bachelor,male
9542,13432_id,23,542,242,40.0,bachelor,male
9543,3913_id,16,218,67,38.0,bachelor,male
9544,8661_id,21,279,230,39.0,bachelor,male
9545,19313_id,71,1683,7366,40.0,bachelor,male
9546,17323_id,35,685,703,38.0,bachelor,female
9547,15805_id,27,651,358,39.0,bachelor,male
9548,14881_id,33,537,344,41.0,bachelor,male
9549,961_id,13,92,16,38.0,bachelor,male
9550,18607_id,62,1126,2448,40.0,bachelor,male
9551,14245_id,33,522,412,40.0,bachelor,male
9552,14295_id,33,594,445,38.0,bachelor,female
9553,14723_id,28,577,479,40.0,bachelor,male
9554,13045_id,22,481,318,38.0,bachelor,female
9555,4833_id,18,213,62,40.0,bachelor,male
9556,14109_id,24,481,303,38.0,bachelor,female
9557,7710_id,21,262,124,40.0,bachelor,male
9558,1532_id,12,153,27,39.0,bachelor,male
9559,5883_id,17,251,110,39.0,bachelor,female
9560,14146_id,26,528,288,40.0,bachelor,female
9561,11574_id,20,412,174,40.0,bachelor,female
9562,10137_id,21,397,219,40.0,bachelor,male
9563,10445_id,21,477,164,40.0,bachelor,female
9564,19721_id,101,2779,7946,39.0,bachelor,male
9565,14083_id,22,505,243,39.0,bachelor,male
9566,9555_id,21,464,214,41.0,bachelor,male
9567,12669_id,26,519,299,38.0,bachelor,male
9568,12592_id,22,541,271,38.0,bachelor,female
9569,14639_id,33,518,373,39.0,bachelor,male
9570,12305_id,26,350,268,39.0,bachelor,male
9571,17666_id,36,766,1698,39.0,bachelor,female
9572,5559_id,17,210,44,38.0,bachelor,female
9573,10751_id,20,375,226,41.0,bachelor,female
9574,10628_id,20,421,190,41.0,bachelor,female
9575,4964_id,15,174,69,38.0,bachelor,female
9576,12914_id,25,595,260,40.0,bachelor,male
9577,15483_id,27,674,352,40.0,bachelor,male
9578,18600_id,63,1396,2520,40.0,bachelor,female
9579,1765_id,14,155,28,38.0,bachelor,female
9580,2484_id,12,147,32,40.0,bachelor,male
9581,19854_id,97,3410,9028,38.0,bachelor,male
9582,4984_id,18,214,52,38.0,bachelor,female
9583,3195_id,13,223,21,41.0,bachelor,female
9584,4661_id,15,196,64,38.0,bachelor,male
9585,2654_id,14,152,38,39.0,bachelor,female
9586,3723_id,18,200,53,38.0,bachelor,male
9587,3194_id,12,96,34,38.0,bachelor,male
9588,4114_id,16,210,61,41.0,bachelor,male
9589,1242_id,14,116,16,38.0,bachelor,male
9590,18634_id,58,1391,3264,40.0,bachelor,female
9591,17346_id,48,709,888,38.0,bachelor,male
9592,12348_id,26,391,285,38.0,bachelor,female
9593,3267_id,16,195,69,40.0,bachelor,female
9594,19880_id,90,2378,8028,39.0,bachelor,male
9595,5114_id,15,195,51,38.0,bachelor,male
9596,11088_id,19,354,228,38.0,bachelor,male
9597,7659_id,20,311,141,41.0,bachelor,male
9598,894_id,12,27,19,41.0,bachelor,male
9599,7417_id,21,293,95,39.0,bachelor,male
9600,10822_id,19,427,238,40.0,bachelor,male
9601,15311_id,27,640,464,39.0,bachelor,male
9602,5098_id,17,214,52,38.0,bachelor,male
9603,17640_id,48,1038,1985,41.0,bachelor,female
9604,7207_id,21,269,112,39.0,bachelor,male
9605,4750_id,18,178,52,38.0,bachelor,male
9606,10917_id,20,358,151,41.0,bachelor,female
9607,2082_id,12,112,30,40.0,bachelor,male
9608,10028_id,20,431,192,39.0,bachelor,male
9609,7809_id,21,251,79,41.0,bachelor,female
9610,17800_id,36,779,2009,40.0,bachelor,female
9611,6693_id,15,299,144,38.0,bachelor,male
9612,24_id,14,69,14,39.0,bachelor,female
9613,12969_id,25,571,262,39.0,bachelor,female
9614,15772_id,27,637,348,39.0,bachelor,female
9615,5029_id,16,211,53,41.0,bachelor,female
9616,4626_id,18,184,52,40.0,bachelor,male
9617,1863_id,12,145,32,39.0,bachelor,female
9618,18483_id,56,926,1160,38.0,bachelor,male
9619,14498_id,30,554,481,39.0,bachelor,male
9620,25_id,13,21,18,39.0,bachelor,female
9621,3505_id,16,211,53,38.0,bachelor,female
9622,10234_id,19,408,174,38.0,bachelor,female
9623,13398_id,24,542,252,38.0,bachelor,female
9624,4155_id,18,234,64,38.0,bachelor,male
9625,15540_id,34,617,483,40.0,bachelor,male
9626,849_id,13,57,15,40.0,bachelor,male
9627,15844_id,33,663,429,39.0,bachelor,female
9628,16078_id,27,702,330,40.0,bachelor,female
9629,8382_id,20,242,97,40.0,bachelor,male
9630,2822_id,13,167,28,39.0,bachelor,male
9631,16472_id,46,630,773,38.0,bachelor,male
9632,4595_id,15,171,56,38.0,bachelor,male
9633,19422_id,72,2053,6444,40.0,bachelor,male
9634,1812_id,14,138,20,38.0,bachelor,male
9635,8377_id,21,312,94,38.0,bachelor,female
9636,2902_id,12,112,33,38.0,bachelor,female
9637,17223_id,39,669,681,41.0,bachelor,male
9638,13371_id,24,509,311,40.0,bachelor,male
9639,8914_id,21,271,202,38.0,bachelor,male
9640,8799_id,21,265,232,40.0,bachelor,male
9641,16326_id,45,704,987,38.0,bachelor,female
9642,5295_id,17,196,54,39.0,bachelor,female
9643,5843_id,17,274,128,40.0,bachelor,female
9644,13713_id,24,549,261,41.0,bachelor,male
9645,17073_id,39,620,675,41.0,bachelor,male
9646,2288_id,13,154,38,39.0,bachelor,male
9647,19774_id,101,2687,7613,40.0,bachelor,female
9648,7349_id,20,243,108,38.0,bachelor,female
9649,9339_id,19,432,194,41.0,bachelor,female
9650,15657_id,30,647,425,39.0,bachelor,male
9651,209_id,12,48,17,39.0,bachelor,male
9652,15058_id,30,553,329,41.0,bachelor,male
9653,18188_id,60,1028,2169,40.0,bachelor,female
9654,1886_id,12,141,37,39.0,bachelor,male
9655,15267_id,28,669,497,40.0,bachelor,male
9656,8255_id,19,299,71,39.0,bachelor,male
9657,8203_id,21,269,140,40.0,bachelor,male
9658,8975_id,20,314,177,40.0,bachelor,male
9659,5974_id,18,328,130,38.0,bachelor,female
9660,5601_id,17,177,119,39.0,bachelor,male
9661,16136_id,30,600,455,39.0,bachelor,female
9662,1987_id,13,111,30,40.0,bachelor,female
9663,3497_id,15,207,60,41.0,bachelor,female
9664,6692_id,15,262,125,41.0,bachelor,female
9665,2496_id,12,114,38,38.0,bachelor,female
9666,7293_id,20,256,132,41.0,bachelor,male
9667,1947_id,13,97,39,38.0,bachelor,female
9668,6316_id,18,271,77,38.0,bachelor,male
9669,936_id,14,79,19,40.0,bachelor,male
9670,5132_id,15,185,53,41.0,bachelor,male
9671,5300_id,15,227,68,39.0,bachelor,female
9672,8220_id,21,269,114,38.0,bachelor,female
9673,15757_id,30,662,380,38.0,bachelor,female
9674,2297_id,14,96,39,38.0,bachelor,male
9675,13435_id,23,527,306,41.0,bachelor,female
9676,11286_id,20,428,222,40.0,bachelor,female
9677,10081_id,21,441,191,41.0,bachelor,female
9678,9352_id,19,345,226,39.0,bachelor,female
9679,4490_id,15,210,50,40.0,bachelor,female
9680,5275_id,18,220,47,40.0,bachelor,female
9681,4699_id,16,209,54,39.0,bachelor,female
9682,5529_id,16,175,58,38.0,bachelor,male
9683,18381_id,50,956,1706,41.0,bachelor,male
9684,9989_id,20,428,167,38.0,bachelor,male
9685,13316_id,22,528,259,40.0,bachelor,male
9686,7666_id,20,282,103,40.0,bachelor,male
9687,11931_id,24,439,284,39.0,bachelor,male
9688,17318_id,40,701,852,39.0,bachelor,female
9689,17233_id,42,606,920,40.0,bachelor,female
9690,18092_id,56,820,1172,41.0,bachelor,female
9691,9089_id,21,459,221,38.0,bachelor,female
9692,3574_id,17,175,69,41.0,bachelor,male
9693,19492_id,78,1715,5812,39.0,bachelor,male
9694,12224_id,22,437,284,40.0,bachelor,female
9695,17103_id,47,711,950,38.0,bachelor,male
9696,15898_id,29,690,476,40.0,bachelor,female
9697,3844_id,17,203,59,39.0,bachelor,male
9698,15429_id,28,619,475,39.0,bachelor,female
9699,7998_id,19,329,88,41.0,bachelor,female
9700,10457_id,19,362,185,38.0,bachelor,female
9701,6979_id,15,317,103,39.0,bachelor,female
9702,571_id,13,68,17,40.0,bachelor,female
9703,13444_id,25,540,242,38.0,bachelor,male
9704,10243_id,20,369,203,38.0,bachelor,male
9705,9653_id,21,437,213,39.0,bachelor,male
9706,10795_id,21,477,222,39.0,bachelor,male
9707,6035_id,18,315,100,39.0,bachelor,male
9708,19196_id,73,1123,7418,39.0,bachelor,male
9709,10302_id,19,443,177,38.0,bachelor,female
9710,15564_id,27,649,402,40.0,bachelor,male
9711,9953_id,19,344,167,38.0,bachelor,female
9712,16574_id,41,662,562,41.0,bachelor,female
9713,7489_id,21,303,145,38.0,bachelor,male
9714,2063_id,14,121,20,40.0,bachelor,female
9715,15516_id,32,680,392,41.0,bachelor,female
9716,14458_id,29,558,494,39.0,bachelor,female
9717,14363_id,31,481,469,40.0,bachelor,male
9718,12021_id,23,445,283,39.0,bachelor,female
9719,10699_id,21,458,222,40.0,bachelor,male
9720,11072_id,21,426,223,41.0,bachelor,female
9721,8507_id,20,271,171,38.0,bachelor,female
9722,13797_id,25,517,246,39.0,bachelor,female
9723,9350_id,19,395,193,38.0,bachelor,male
9724,1737_id,12,129,31,41.0,bachelor,female
9725,13147_id,26,584,258,40.0,bachelor,female
9726,6681_id,17,313,139,40.0,bachelor,female
9727,1290_id,14,98,14,41.0,bachelor,female
9728,14210_id,29,581,383,41.0,bachelor,male
9729,14665_id,32,591,351,38.0,bachelor,female
9730,11605_id,25,355,246,41.0,bachelor,male
9731,15281_id,29,673,352,39.0,bachelor,male
9732,18443_id,60,1013,1767,39.0,bachelor,female
9733,13335_id,26,566,303,41.0,bachelor,male
9734,9520_id,21,338,225,38.0,bachelor,female
9735,8097_id,20,267,86,39.0,bachelor,male
9736,10092_id,21,418,226,40.0,bachelor,male
9737,13738_id,23,591,281,41.0,bachelor,female
9738,1820_id,14,121,39,38.0,bachelor,female
9739,10141_id,21,439,191,38.0,bachelor,male
9740,10557_id,19,456,164,41.0,bachelor,female
9741,13007_id,26,545,273,41.0,bachelor,female
9742,2368_id,13,137,22,41.0,bachelor,female
9743,16971_id,47,612,782,40.0,bachelor,male
9744,10984_id,21,359,151,40.0,bachelor,female
9745,11942_id,26,414,243,39.0,bachelor,male
9746,16980_id,43,639,805,41.0,bachelor,female
9747,1491_id,14,148,28,39.0,bachelor,male
9748,17149_id,42,671,543,40.0,bachelor,female
9749,19547_id,80,2148,7293,40.0,bachelor,male
9750,15062_id,30,551,355,41.0,bachelor,female
9751,5429_id,16,212,51,41.0,bachelor,male
9752,10346_id,19,362,172,41.0,bachelor,female
9753,19055_id,70,1368,5133,39.0,bachelor,male
9754,3077_id,13,108,37,40.0,bachelor,male
9755,838_id,13,61,15,40.0,bachelor,female
9756,13589_id,24,484,275,38.0,bachelor,female
9757,3353_id,17,193,68,41.0,bachelor,female
9758,13422_id,22,540,246,41.0,bachelor,female
9759,2841_id,14,119,26,38.0,bachelor,female
9760,11441_id,20,453,185,40.0,bachelor,female
9761,13180_id,23,565,287,39.0,bachelor,male
9762,10416_id,19,470,167,41.0,bachelor,male
9763,13694_id,22,580,295,38.0,bachelor,male
9764,2333_id,12,133,32,40.0,bachelor,male
9765,4982_id,16,181,61,41.0,bachelor,female
9766,7300_id,19,301,105,39.0,bachelor,female
9767,13184_id,25,563,307,40.0,bachelor,female
9768,3496_id,15,192,58,41.0,bachelor,male
9769,17995_id,48,988,1860,40.0,bachelor,male
9770,19367_id,78,1914,6541,38.0,bachelor,female
9771,416_id,13,46,18,38.0,bachelor,male
9772,13567_id,22,497,278,38.0,bachelor,male
9773,12467_id,25,492,319,41.0,bachelor,male
9774,16898_id,40,604,881,43.0,bachelor,male
9775,15300_id,33,640,394,44.0,bachelor,male
9776,10634_id,21,438,183,45.0,bachelor,female
9777,2631_id,12,160,31,45.0,bachelor,male
9778,17214_id,45,634,635,43.0,bachelor,male
9779,12992_id,24,568,256,45.0,bachelor,male
9780,14814_id,33,514,392,43.0,bachelor,male
9781,2693_id,14,163,32,45.0,bachelor,male
9782,6546_id,16,245,74,44.0,bachelor,female
9783,7530_id,20,329,103,43.0,bachelor,male
9784,8974_id,21,262,237,42.0,bachelor,female
9785,3456_id,18,181,41,44.0,bachelor,female
9786,14232_id,27,484,366,44.0,bachelor,male
9787,12290_id,26,371,271,43.0,bachelor,male
9788,5082_id,16,216,58,42.0,bachelor,male
9789,827_id,13,74,16,44.0,bachelor,female
9790,15283_id,28,633,415,42.0,bachelor,male
9791,5916_id,16,243,78,43.0,bachelor,male
9792,9260_id,19,379,228,42.0,bachelor,female
9793,2533_id,12,108,24,43.0,bachelor,male
9794,12944_id,24,483,284,42.0,bachelor,female
9795,4566_id,18,225,53,43.0,bachelor,female
9796,10890_id,20,351,179,43.0,bachelor,male
9797,17981_id,45,1032,2360,42.0,bachelor,male
9798,12104_id,24,381,243,42.0,bachelor,male
9799,15678_id,31,603,479,44.0,bachelor,female
9800,7886_id,19,257,138,45.0,bachelor,female
9801,4997_id,17,212,60,45.0,bachelor,male
9802,8070_id,21,263,72,42.0,bachelor,male
9803,946_id,12,80,17,42.0,bachelor,male
9804,1806_id,13,158,29,45.0,bachelor,male
9805,11022_id,21,337,200,43.0,bachelor,male
9806,13114_id,26,545,240,45.0,bachelor,male
9807,1694_id,13,103,27,42.0,bachelor,female
9808,77_id,13,30,14,45.0,bachelor,male
9809,14032_id,23,581,274,43.0,bachelor,female
9810,19294_id,65,1610,5517,45.0,bachelor,male
9811,1124_id,12,85,18,42.0,bachelor,female
9812,7499_id,19,287,129,42.0,bachelor,male
9813,7432_id,21,245,121,44.0,bachelor,female
9814,8649_id,21,253,209,45.0,bachelor,male
9815,8025_id,20,316,102,44.0,bachelor,female
9816,7929_id,20,268,111,45.0,bachelor,male
9817,19110_id,79,1315,5056,44.0,bachelor,female
9818,8756_id,19,291,196,44.0,bachelor,female
9819,6755_id,17,289,133,44.0,bachelor,female
9820,12647_id,22,520,290,45.0,bachelor,female
9821,8619_id,19,334,221,42.0,bachelor,female
9822,10887_id,21,453,219,45.0,bachelor,female
9823,2064_id,12,110,32,43.0,bachelor,male
9824,1639_id,14,98,21,44.0,bachelor,female
9825,15452_id,33,630,364,42.0,bachelor,female
9826,3510_id,16,237,56,45.0,bachelor,male
9827,12126_id,23,390,293,42.0,bachelor,male
9828,12895_id,25,544,284,42.0,bachelor,female
9829,14802_id,31,556,406,45.0,bachelor,female
9830,14812_id,31,586,425,42.0,bachelor,female
9831,4557_id,16,224,42,44.0,bachelor,male
9832,14505_id,32,592,380,45.0,bachelor,male
9833,12368_id,22,588,304,45.0,bachelor,male
9834,8063_id,19,268,117,44.0,bachelor,male
9835,8564_id,21,284,230,45.0,bachelor,female
9836,1511_id,13,109,38,43.0,bachelor,male
9837,6120_id,15,275,102,42.0,bachelor,male
9838,15305_id,29,645,485,43.0,bachelor,female
9839,5423_id,16,204,63,45.0,bachelor,male
9840,11876_id,25,358,250,42.0,bachelor,male
9841,9648_id,19,344,211,44.0,bachelor,female
9842,8805_id,19,324,162,43.0,bachelor,male
9843,3311_id,16,201,55,42.0,bachelor,female
9844,3394_id,18,236,65,44.0,bachelor,female
9845,9542_id,21,387,197,42.0,bachelor,female
9846,19474_id,82,1983,5308,45.0,bachelor,male
9847,12748_id,22,490,254,43.0,bachelor,female
9848,8456_id,19,277,191,43.0,bachelor,male
9849,19770_id,96,3258,9099,45.0,bachelor,male
9850,11655_id,23,363,261,44.0,bachelor,female
9851,14853_id,34,547,359,42.0,bachelor,female
9852,11389_id,20,344,173,42.0,bachelor,male
9853,3383_id,18,187,57,42.0,bachelor,female
9854,14694_id,34,503,320,43.0,bachelor,male
9855,4456_id,16,188,41,44.0,bachelor,male
9856,5153_id,17,216,58,43.0,bachelor,male
9857,8660_id,20,317,215,42.0,bachelor,female
9858,11903_id,25,436,264,43.0,bachelor,female
9859,11471_id,19,375,223,43.0,bachelor,male
9860,14195_id,26,512,382,43.0,bachelor,female
9861,8101_id,21,280,81,45.0,bachelor,male
9862,2335_id,14,101,36,45.0,bachelor,female
9863,10613_id,19,382,202,43.0,bachelor,female
9864,16732_id,47,666,862,44.0,bachelor,male
9865,351_id,14,50,16,43.0,bachelor,female
9866,13383_id,23,576,310,42.0,bachelor,female
9867,9452_id,19,391,186,42.0,bachelor,male
9868,8414_id,19,251,164,44.0,bachelor,male
9869,6171_id,18,263,134,43.0,bachelor,female
9870,14321_id,33,513,482,45.0,bachelor,male
9871,3969_id,18,230,65,42.0,bachelor,female
9872,8764_id,21,288,163,43.0,bachelor,male
9873,13390_id,24,558,305,42.0,bachelor,female
9874,3557_id,16,177,42,44.0,bachelor,male
9875,3292_id,18,230,54,42.0,bachelor,male
9876,4172_id,17,176,59,43.0,bachelor,female
9877,4623_id,18,181,47,42.0,bachelor,male
9878,9312_id,20,362,223,44.0,bachelor,female
9879,2_id,13,37,15,42.0,bachelor,male
9880,11215_id,21,440,187,44.0,bachelor,male
9881,8236_id,20,245,147,42.0,bachelor,male
9882,693_id,14,25,19,43.0,bachelor,female
9883,19398_id,72,1871,6105,45.0,bachelor,female
9884,7607_id,20,280,113,42.0,bachelor,male
9885,14693_id,33,533,381,44.0,bachelor,male
9886,11654_id,24,364,256,45.0,bachelor,male
9887,7309_id,19,291,81,42.0,bachelor,female
9888,17364_id,45,619,767,42.0,bachelor,female
9889,11726_id,23,386,287,43.0,bachelor,male
9890,13826_id,23,486,277,42.0,bachelor,male
9891,11904_id,26,373,263,44.0,bachelor,male
9892,2462_id,12,104,36,43.0,bachelor,male
9893,19333_id,72,1510,6751,43.0,bachelor,female
9894,15084_id,28,551,434,43.0,bachelor,male
9895,1294_id,13,130,15,44.0,bachelor,female
9896,1166_id,14,53,19,44.0,bachelor,male
9897,5298_id,18,204,45,45.0,bachelor,female
9898,17228_id,35,719,950,45.0,bachelor,male
9899,14545_id,28,554,361,45.0,bachelor,male
9900,8366_id,20,283,92,44.0,bachelor,male
9901,12984_id,24,567,264,45.0,bachelor,female
9902,9392_id,20,391,203,44.0,bachelor,male
9903,7732_id,19,311,132,42.0,bachelor,female
9904,10047_id,21,397,158,43.0,bachelor,male
9905,18793_id,53,1223,3918,43.0,bachelor,male
9906,3881_id,15,225,59,44.0,bachelor,male
9907,17031_id,35,712,804,42.0,bachelor,female
9908,8779_id,19,303,239,43.0,bachelor,female
9909,18726_id,50,1091,2689,42.0,bachelor,male
9910,17773_id,43,1061,2193,44.0,bachelor,male
9911,1688_id,12,105,27,42.0,bachelor,female
9912,3160_id,13,102,22,43.0,bachelor,female
9913,18749_id,50,1246,2497,45.0,bachelor,female
9914,8584_id,21,245,231,45.0,bachelor,female
9915,14490_id,34,525,365,42.0,bachelor,female
9916,1845_id,13,113,34,42.0,bachelor,male
9917,12788_id,24,519,271,44.0,bachelor,male
9918,6127_id,16,264,72,45.0,bachelor,male
9919,248_id,12,77,14,45.0,bachelor,female
